"COUNTRY","Country","SERIES","Series","PERIOD","Pay period","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"NZL","New Zealand","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2017","2017","USD","US Dollar","0","Units",,,20528.01,,
"NZL","New Zealand","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2018","2018","USD","US Dollar","0","Units",,,20932.45,,
"TUR","Turkey","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2001","2001","USD","US Dollar","0","Units",,,2421.24,,
"TUR","Turkey","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2002","2002","USD","US Dollar","0","Units",,,2594.73,,
"TUR","Turkey","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2003","2003","USD","US Dollar","0","Units",,,2761.56,,
"TUR","Turkey","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2004","2004","USD","US Dollar","0","Units",,,3603.09,,
"TUR","Turkey","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2005","2005","USD","US Dollar","0","Units",,,3754.13,,
"TUR","Turkey","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2006","2006","USD","US Dollar","0","Units",,,3721.87,,
"TUR","Turkey","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2007","2007","USD","US Dollar","0","Units",,,3697.74,,
"TUR","Turkey","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2008","2008","USD","US Dollar","0","Units",,,3638.66,,
"TUR","Turkey","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2009","2009","USD","US Dollar","0","Units",,,3731.87,,
"TUR","Turkey","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2010","2010","USD","US Dollar","0","Units",,,3767.49,,
"TUR","Turkey","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2011","2011","USD","US Dollar","0","Units",,,3880.58,,
"TUR","Turkey","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2012","2012","USD","US Dollar","0","Units",,,3985.85,,
"TUR","Turkey","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2013","2013","USD","US Dollar","0","Units",,,4059.33,,
"TUR","Turkey","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2014","2014","USD","US Dollar","0","Units",,,4111.16,,
"TUR","Turkey","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2015","2015","USD","US Dollar","0","Units",,,4410.49,,
"TUR","Turkey","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2016","2016","USD","US Dollar","0","Units",,,5292.52,,
"TUR","Turkey","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2017","2017","USD","US Dollar","0","Units",,,5139.15,,
"TUR","Turkey","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2018","2018","USD","US Dollar","0","Units",,,5043.94,,
"GBR","United Kingdom","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2001","2001","USD","US Dollar","0","Units",,,13975.42,,
"GBR","United Kingdom","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2002","2002","USD","US Dollar","0","Units",,,14950.24,,
"GBR","United Kingdom","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2003","2003","USD","US Dollar","0","Units",,,15291.88,,
"GBR","United Kingdom","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2004","2004","USD","US Dollar","0","Units",,,16177.69,,
"GBR","United Kingdom","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2005","2005","USD","US Dollar","0","Units",,,16931.51,,
"GBR","United Kingdom","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2006","2006","USD","US Dollar","0","Units",,,17273.87,,
"GBR","United Kingdom","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2007","2007","USD","US Dollar","0","Units",,,17760.28,,
"GBR","United Kingdom","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2008","2008","USD","US Dollar","0","Units",,,17736.6,,
"GBR","United Kingdom","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2009","2009","USD","US Dollar","0","Units",,,17939.79,,
"GBR","United Kingdom","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2010","2010","USD","US Dollar","0","Units",,,17760.88,,
"GBR","United Kingdom","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2011","2011","USD","US Dollar","0","Units",,,17491.32,,
"GBR","United Kingdom","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2012","2012","USD","US Dollar","0","Units",,,17455.25,,
"GBR","United Kingdom","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2013","2013","USD","US Dollar","0","Units",,,17378.5,,
"GBR","United Kingdom","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2014","2014","USD","US Dollar","0","Units",,,17512.99,,
"GBR","United Kingdom","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2015","2015","USD","US Dollar","0","Units",,,17970.55,,
"GBR","United Kingdom","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2016","2016","USD","US Dollar","0","Units",,,19558.3,,
"GBR","United Kingdom","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2017","2017","USD","US Dollar","0","Units",,,19663.32,,
"GBR","United Kingdom","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2018","2018","USD","US Dollar","0","Units",,,20053.09,,
"GRC","Greece","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2001","2001","USD","US Dollar","0","Units",,,13276.46,,
"GRC","Greece","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2002","2002","USD","US Dollar","0","Units",,,13494.03,,
"GRC","Greece","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2003","2003","USD","US Dollar","0","Units",,,13701.6,,
"GRC","Greece","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2004","2004","USD","US Dollar","0","Units",,,13997.76,,
"GRC","Greece","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2005","2005","USD","US Dollar","0","Units",,,14269.54,,
"GRC","Greece","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2006","2006","USD","US Dollar","0","Units",,,14681.9,,
"GRC","Greece","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2007","2007","USD","US Dollar","0","Units",,,15034.85,,
"GRC","Greece","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2008","2008","USD","US Dollar","0","Units",,,15330.87,,
"GRC","Greece","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2009","2009","USD","US Dollar","0","Units",,,16015.69,,
"GRC","Greece","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2010","2010","USD","US Dollar","0","Units",,,15564.89,,
"GRC","Greece","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2011","2011","USD","US Dollar","0","Units",,,15184.17,,
"GRC","Greece","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2012","2012","USD","US Dollar","0","Units",,,12144.37,,
"GRC","Greece","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2013","2013","USD","US Dollar","0","Units",,,11868.66,,
"GRC","Greece","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2014","2014","USD","US Dollar","0","Units",,,12026.35,,
"GRC","Greece","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2015","2015","USD","US Dollar","0","Units",,,12238.82,,
"GRC","Greece","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2016","2016","USD","US Dollar","0","Units",,,12340.72,,
"GRC","Greece","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2017","2017","USD","US Dollar","0","Units",,,12203.88,,
"GRC","Greece","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2018","2018","USD","US Dollar","0","Units",,,12128,,
"MEX","Mexico","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2001","2001","USD","US Dollar","0","Units",,,0.91,,
"MEX","Mexico","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2002","2002","USD","US Dollar","0","Units",,,0.91,,
"MEX","Mexico","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2003","2003","USD","US Dollar","0","Units",,,0.91,,
"MEX","Mexico","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2004","2004","USD","US Dollar","0","Units",,,0.91,,
"MEX","Mexico","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2005","2005","USD","US Dollar","0","Units",,,0.91,,
"MEX","Mexico","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2006","2006","USD","US Dollar","0","Units",,,0.92,,
"MEX","Mexico","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2007","2007","USD","US Dollar","0","Units",,,0.92,,
"MEX","Mexico","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2008","2008","USD","US Dollar","0","Units",,,0.91,,
"MEX","Mexico","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2009","2009","USD","US Dollar","0","Units",,,0.9,,
"MEX","Mexico","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2010","2010","USD","US Dollar","0","Units",,,0.91,,
"MEX","Mexico","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2011","2011","USD","US Dollar","0","Units",,,0.91,,
"MEX","Mexico","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2012","2012","USD","US Dollar","0","Units",,,0.91,,
"MEX","Mexico","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2013","2013","USD","US Dollar","0","Units",,,0.92,,
"MEX","Mexico","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2014","2014","USD","US Dollar","0","Units",,,0.92,,
"MEX","Mexico","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2015","2015","USD","US Dollar","0","Units",,,0.94,,
"MEX","Mexico","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2016","2016","USD","US Dollar","0","Units",,,0.97,,
"MEX","Mexico","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2017","2017","USD","US Dollar","0","Units",,,1,,
"MEX","Mexico","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2018","2018","USD","US Dollar","0","Units",,,1.05,,
"SVN","Slovenia","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2001","2001","USD","US Dollar","0","Units",,,10042.19,,
"SVN","Slovenia","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2002","2002","USD","US Dollar","0","Units",,,10417.69,,
"SVN","Slovenia","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2003","2003","USD","US Dollar","0","Units",,,10760.01,,
"SVN","Slovenia","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2004","2004","USD","US Dollar","0","Units",,,11112.98,,
"SVN","Slovenia","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2005","2005","USD","US Dollar","0","Units",,,11383.21,,
"SVN","Slovenia","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2006","2006","USD","US Dollar","0","Units",,,11481.32,,
"SVN","Slovenia","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2007","2007","USD","US Dollar","0","Units",,,11353.75,,
"SVN","Slovenia","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2008","2008","USD","US Dollar","0","Units",,,11610.88,,
"SVN","Slovenia","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2009","2009","USD","US Dollar","0","Units",,,11943.9,,
"SVN","Slovenia","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2010","2010","USD","US Dollar","0","Units",,,14083.36,,
"SVN","Slovenia","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2011","2011","USD","US Dollar","0","Units",,,14503.16,,
"SVN","Slovenia","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2012","2012","USD","US Dollar","0","Units",,,14463.05,,
"SVN","Slovenia","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2013","2013","USD","US Dollar","0","Units",,,14595.86,,
"SVN","Slovenia","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2014","2014","USD","US Dollar","0","Units",,,14660.36,,
"SVN","Slovenia","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2015","2015","USD","US Dollar","0","Units",,,14775.89,,
"SVN","Slovenia","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2016","2016","USD","US Dollar","0","Units",,,14784.02,,
"SVN","Slovenia","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2017","2017","USD","US Dollar","0","Units",,,14838.03,,
"SVN","Slovenia","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2018","2018","USD","US Dollar","0","Units",,,15269.87,,
"SVK","Slovak Republic","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2001","2001","USD","US Dollar","0","Units",,,1.49,,
"SVK","Slovak Republic","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2002","2002","USD","US Dollar","0","Units",,,1.67,,
"SVK","Slovak Republic","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2003","2003","USD","US Dollar","0","Units",,,1.99,,
"SVK","Slovak Republic","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2004","2004","USD","US Dollar","0","Units",,,2.16,,
"SVK","Slovak Republic","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2005","2005","USD","US Dollar","0","Units",,,2.3,,
"SVK","Slovak Republic","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2006","2006","USD","US Dollar","0","Units",,,2.47,,
"SVK","Slovak Republic","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2007","2007","USD","US Dollar","0","Units",,,2.7,,
"SVK","Slovak Republic","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2008","2008","USD","US Dollar","0","Units",,,2.82,,
"SVK","Slovak Republic","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2009","2009","USD","US Dollar","0","Units",,,3.1,,
"SVK","Slovak Republic","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2010","2010","USD","US Dollar","0","Units",,,3.23,,
"SVK","Slovak Republic","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2011","2011","USD","US Dollar","0","Units",,,3.33,,
"SVK","Slovak Republic","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2012","2012","USD","US Dollar","0","Units",,,3.43,,
"SVK","Slovak Republic","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2013","2013","USD","US Dollar","0","Units",,,3.43,,
"SVK","Slovak Republic","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2014","2014","USD","US Dollar","0","Units",,,3.43,,
"SVK","Slovak Republic","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2015","2015","USD","US Dollar","0","Units",,,3.43,,
"SVK","Slovak Republic","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2016","2016","USD","US Dollar","0","Units",,,3.43,,
"SVK","Slovak Republic","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2017","2017","USD","US Dollar","0","Units",,,3.43,,
"SVK","Slovak Republic","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2018","2018","USD","US Dollar","0","Units",,,3.43,,
"EST","Estonia","EXR","In 2018 constant prices at 2018 USD exchange rates","H","Hourly","2001","2001","USD","US Dollar","0","Units",,,1.18,,
"EST","Estonia","EXR","In 2018 constant prices at 2018 USD exchange rates","H","Hourly","2002","2002","USD","US Dollar","0","Units",,,1.32,,
"EST","Estonia","EXR","In 2018 constant prices at 2018 USD exchange rates","H","Hourly","2003","2003","USD","US Dollar","0","Units",,,1.52,,
"EST","Estonia","EXR","In 2018 constant prices at 2018 USD exchange rates","H","Hourly","2004","2004","USD","US Dollar","0","Units",,,1.69,,
"EST","Estonia","EXR","In 2018 constant prices at 2018 USD exchange rates","H","Hourly","2005","2005","USD","US Dollar","0","Units",,,1.76,,
"EST","Estonia","EXR","In 2018 constant prices at 2018 USD exchange rates","H","Hourly","2006","2006","USD","US Dollar","0","Units",,,1.88,,
"EST","Estonia","EXR","In 2018 constant prices at 2018 USD exchange rates","H","Hourly","2007","2007","USD","US Dollar","0","Units",,,2.12,,
"EST","Estonia","EXR","In 2018 constant prices at 2018 USD exchange rates","H","Hourly","2008","2008","USD","US Dollar","0","Units",,,2.32,,
"EST","Estonia","EXR","In 2018 constant prices at 2018 USD exchange rates","H","Hourly","2009","2009","USD","US Dollar","0","Units",,,2.32,,
"EST","Estonia","EXR","In 2018 constant prices at 2018 USD exchange rates","H","Hourly","2010","2010","USD","US Dollar","0","Units",,,2.25,,
"EST","Estonia","EXR","In 2018 constant prices at 2018 USD exchange rates","H","Hourly","2011","2011","USD","US Dollar","0","Units",,,2.15,,
"EST","Estonia","EXR","In 2018 constant prices at 2018 USD exchange rates","H","Hourly","2012","2012","USD","US Dollar","0","Units",,,2.16,,
"EST","Estonia","EXR","In 2018 constant prices at 2018 USD exchange rates","H","Hourly","2013","2013","USD","US Dollar","0","Units",,,2.31,,
"EST","Estonia","EXR","In 2018 constant prices at 2018 USD exchange rates","H","Hourly","2014","2014","USD","US Dollar","0","Units",,,2.57,,
"EST","Estonia","EXR","In 2018 constant prices at 2018 USD exchange rates","H","Hourly","2015","2015","USD","US Dollar","0","Units",,,2.84,,
"EST","Estonia","EXR","In 2018 constant prices at 2018 USD exchange rates","H","Hourly","2016","2016","USD","US Dollar","0","Units",,,3.12,,
"EST","Estonia","EXR","In 2018 constant prices at 2018 USD exchange rates","H","Hourly","2017","2017","USD","US Dollar","0","Units",,,3.3,,
"EST","Estonia","EXR","In 2018 constant prices at 2018 USD exchange rates","H","Hourly","2018","2018","USD","US Dollar","0","Units",,,3.4,,
"KOR","Korea","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2001","2001","USD","US Dollar","0","Units",,,8365.14,,
"KOR","Korea","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2002","2002","USD","US Dollar","0","Units",,,9040.85,,
"KOR","Korea","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2003","2003","USD","US Dollar","0","Units",,,9522.95,,
"KOR","Korea","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2004","2004","USD","US Dollar","0","Units",,,10234.56,,
"KOR","Korea","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2005","2005","USD","US Dollar","0","Units",,,11126.08,,
"KOR","Korea","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2006","2006","USD","US Dollar","0","Units",,,11526.61,,
"KOR","Korea","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2007","2007","USD","US Dollar","0","Units",,,12619.66,,
"KOR","Korea","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2008","2008","USD","US Dollar","0","Units",,,13060.87,,
"KOR","Korea","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2009","2009","USD","US Dollar","0","Units",,,13485.92,,
"KOR","Korea","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2010","2010","USD","US Dollar","0","Units",,,13461.13,,
"KOR","Korea","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2011","2011","USD","US Dollar","0","Units",,,13601.36,,
"KOR","Korea","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2012","2012","USD","US Dollar","0","Units",,,13049.84,,
"KOR","Korea","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2013","2013","USD","US Dollar","0","Units",,,13669.75,,
"KOR","Korea","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2014","2014","USD","US Dollar","0","Units",,,14469.75,,
"KOR","Korea","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2015","2015","USD","US Dollar","0","Units",,,15388.68,,
"KOR","Korea","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2016","2016","USD","US Dollar","0","Units",,,16469.67,,
"KOR","Korea","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2017","2017","USD","US Dollar","0","Units",,,17334.38,,
"KOR","Korea","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2018","2018","USD","US Dollar","0","Units",,,19880.75,,
"ISR","Israel","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2001","2001","USD","US Dollar","0","Units",,,13997.51,,
"ISR","Israel","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2002","2002","USD","US Dollar","0","Units",,,13550.29,,
"ISR","Israel","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2003","2003","USD","US Dollar","0","Units",,,13735.41,,
"ISR","Israel","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2004","2004","USD","US Dollar","0","Units",,,13792.06,,
"ISR","Israel","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2005","2005","USD","US Dollar","0","Units",,,13613.8,,
"ISR","Israel","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2006","2006","USD","US Dollar","0","Units",,,13995.4,,
"ISR","Israel","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2007","2007","USD","US Dollar","0","Units",,,14637.09,,
"ISR","Israel","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2008","2008","USD","US Dollar","0","Units",,,14379.44,,
"ISR","Israel","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2009","2009","USD","US Dollar","0","Units",,,14173.83,,
"ISR","Israel","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2010","2010","USD","US Dollar","0","Units",,,13800.17,,
"ISR","Israel","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2011","2011","USD","US Dollar","0","Units",,,13805.19,,
"ISR","Israel","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2012","2012","USD","US Dollar","0","Units",,,14138.32,,
"ISR","Israel","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2013","2013","USD","US Dollar","0","Units",,,14422.7,,
"ISR","Israel","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2014","2014","USD","US Dollar","0","Units",,,14353.09,,
"ISR","Israel","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2015","2015","USD","US Dollar","0","Units",,,15326.23,,
"ISR","Israel","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2016","2016","USD","US Dollar","0","Units",,,16001.19,,
"ISR","Israel","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2017","2017","USD","US Dollar","0","Units",,,16846.66,,
"ISR","Israel","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2018","2018","USD","US Dollar","0","Units",,,17713.12,,
"ISR","Israel","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2001","2001","USD","US Dollar","0","Units",,,5.35,,
"ISR","Israel","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2002","2002","USD","US Dollar","0","Units",,,5.18,,
"ISR","Israel","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2003","2003","USD","US Dollar","0","Units",,,5.25,,
"ISR","Israel","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2004","2004","USD","US Dollar","0","Units",,,5.27,,
"ISR","Israel","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2005","2005","USD","US Dollar","0","Units",,,5.2,,
"ISR","Israel","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2006","2006","USD","US Dollar","0","Units",,,5.35,,
"ISR","Israel","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2007","2007","USD","US Dollar","0","Units",,,5.59,,
"ISR","Israel","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2008","2008","USD","US Dollar","0","Units",,,5.5,,
"ISR","Israel","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2009","2009","USD","US Dollar","0","Units",,,5.42,,
"ISR","Israel","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2010","2010","USD","US Dollar","0","Units",,,5.27,,
"ISR","Israel","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2011","2011","USD","US Dollar","0","Units",,,5.28,,
"ISR","Israel","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2012","2012","USD","US Dollar","0","Units",,,5.4,,
"ISR","Israel","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2013","2013","USD","US Dollar","0","Units",,,5.51,,
"ISR","Israel","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2014","2014","USD","US Dollar","0","Units",,,5.48,,
"ISR","Israel","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2015","2015","USD","US Dollar","0","Units",,,5.86,,
"ISR","Israel","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2016","2016","USD","US Dollar","0","Units",,,6.11,,
"ISR","Israel","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2017","2017","USD","US Dollar","0","Units",,,6.44,,
"ISR","Israel","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2018","2018","USD","US Dollar","0","Units",,,6.77,,
"BEL","Belgium","EXR","In 2018 constant prices at 2018 USD exchange rates","H","Hourly","2001","2001","USD","US Dollar","0","Units",,,10.61,,
"BEL","Belgium","EXR","In 2018 constant prices at 2018 USD exchange rates","H","Hourly","2002","2002","USD","US Dollar","0","Units",,,10.75,,
"BEL","Belgium","EXR","In 2018 constant prices at 2018 USD exchange rates","H","Hourly","2003","2003","USD","US Dollar","0","Units",,,10.69,,
"BEL","Belgium","EXR","In 2018 constant prices at 2018 USD exchange rates","H","Hourly","2004","2004","USD","US Dollar","0","Units",,,10.57,,
"BEL","Belgium","EXR","In 2018 constant prices at 2018 USD exchange rates","H","Hourly","2005","2005","USD","US Dollar","0","Units",,,10.49,,
"BEL","Belgium","EXR","In 2018 constant prices at 2018 USD exchange rates","H","Hourly","2006","2006","USD","US Dollar","0","Units",,,10.51,,
"BEL","Belgium","EXR","In 2018 constant prices at 2018 USD exchange rates","H","Hourly","2007","2007","USD","US Dollar","0","Units",,,10.64,,
"BEL","Belgium","EXR","In 2018 constant prices at 2018 USD exchange rates","H","Hourly","2008","2008","USD","US Dollar","0","Units",,,10.59,,
"BEL","Belgium","EXR","In 2018 constant prices at 2018 USD exchange rates","H","Hourly","2009","2009","USD","US Dollar","0","Units",,,11.12,,
"BEL","Belgium","EXR","In 2018 constant prices at 2018 USD exchange rates","H","Hourly","2010","2010","USD","US Dollar","0","Units",,,10.88,,
"BEL","Belgium","EXR","In 2018 constant prices at 2018 USD exchange rates","H","Hourly","2011","2011","USD","US Dollar","0","Units",,,10.82,,
"BEL","Belgium","EXR","In 2018 constant prices at 2018 USD exchange rates","H","Hourly","2012","2012","USD","US Dollar","0","Units",,,10.74,,
"BEL","Belgium","EXR","In 2018 constant prices at 2018 USD exchange rates","H","Hourly","2013","2013","USD","US Dollar","0","Units",,,10.94,,
"BEL","Belgium","EXR","In 2018 constant prices at 2018 USD exchange rates","H","Hourly","2014","2014","USD","US Dollar","0","Units",,,10.9,,
"BEL","Belgium","EXR","In 2018 constant prices at 2018 USD exchange rates","H","Hourly","2015","2015","USD","US Dollar","0","Units",,,10.84,,
